text,persons,locations,organizations,persons_pred,organizations_pred,locations_pred,TP_persons,FP_persons,FN_persons,support_persons,precision_persons,recall_persons,F1_persons,TP_organizations,FP_organizations,FN_organizations,support_organizations,precision_organizations,recall_organizations,F1_organizations,TP_locations,FP_locations,FN_locations,support_locations,precision_locations,recall_locations,F1_locations
37. Greece 7.89,,Greece,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
37. Northern Ireland 7.89,,Northern Ireland,,,,Northern Ireland,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
39. Italy 7.85,,Italy,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
40. Cyprus 7.83,,Cyprus,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
41. Armenia 7.80,,Armenia,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
42. Slovenia 7.77,,Slovenia,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
43. Croatia 7.75,,Croatia,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
44. Bulgaria 7.73,,Bulgaria,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
45. Malta 7.40,,Malta,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
CRICKET - POLICE COMMANDOS ON HAND FOR AUSTRALIANS ' FIRST MATCH .,,,,,POLICE;COMMANDOS;FIRST,CRICKET,1,0,0,1,1.0,1.0,1.0,0,3,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
COLOMBO 1996-08-22,,COLOMBO,,,,COLOMBO,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Armed police commandos patrolled the ground when Australia opened their short tour of Sri Lanka with a five-run win over the country 's youth team on Thursday .,,Australia;Sri Lanka,,Australia,Sri Lanka,Armed,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0,1,2,2,0.0,0.0,0.0
"Australia , in Sri Lanka for a limited overs tournament which also includes India and Zimbabwe , have been promised the presence of commandos , sniffer dogs and plainclothes policemen to ensure the tournament is trouble-free .",,Australia;Sri Lanka;India;Zimbabwe,,,,Australia;Sri Lanka;India;Zimbabwe,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,4,0,0,4,1.0,1.0,1.0
They are making their first visit to the island since boycotting a World Cup fixture in February because of fears over ethnic violence .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Australia , batting first in Thursday 's the warm-up match , scored 251 for seven from their 50 overs .",,Australia,,,,Australia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Ricky Ponting led the way with 100 off 119 balls with two sixes and nine fours before retiring .,Ricky Ponting,,,Ricky Ponting,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The youth side replied with 246 for seven .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Australian coach Geoff Marsh said he was impressed with the competitiveness of the opposition .,Geoff Marsh,,,Geoff Marsh,,Australian,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
""" We were made to sweat to win , "" he said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
ONE ROMANIAN DIES IN BUS CRASH IN BULGARIA .,,BULGARIA,,,ROMANIAN,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
SOFIA 1996-08-22,,SOFIA,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"One Romanian passenger was killed , and 14 others were injured on Thursday when a Romanian-registered bus collided with a Bulgarian one in northern Bulgaria , police said .",,Bulgaria,,,,Romanian;Bulgarian,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"The two buses collided head on at 5 o'clock this morning on the road between the towns of Rousse and Veliko Tarnovo , police said .",,Rousse;Veliko Tarnovo,,Veliko Tarnovo,,Rousse,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
"A Romanian woman Maria Marco , 35 , was killed .",Maria Marco,,,Maria Marco,,Romanian,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"The accident was being investigated , police added .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"-- Sofia Newsroom , 359-2-84561",,,Sofia Newsroom,,,Newsroom,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"OFFICIAL JOURNAL CONTENTS - OJ L 211 OF AUGUST 21 , 1996 .",,,OFFICIAL JOURNAL;OJ,,CONTENTS;OJ;OF,,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0
*,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
( Note - contents are displayed in reverse order to that in the printed Journal ),,,Journal,,Note,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
*,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Corrigendum to Commission Regulation ( EC ) No 1464/96 of 25 July 1996 relating to a standing invitation to tender to determine levies and / or refunds on exports of white sugar ( OJ No L 187 of 26.7.1996 ),,,EC,,Commission Regulation;OJ No,Corrigendum,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
Corrigendum to Commission Regulation ( EC ) No 658/96 of 9 April 1996 on certain conditions for granting compensatory payments under the support system for producers of certain arable crops ( OJ No L 91 of 12.4.1996 ),,,EC;OJ,,Commission Regulation;OJ No,Corrigendum,1,0,0,1,1.0,1.0,1.0,0,2,2,2,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
Commission Regulation ( EC ) No 1663/96 of 20 August 1996 establishing the standard import values for determining the entry price of certain fruit and vegetables END OF DOCUMENT .,,,EC,,Commission Regulation;END OF,,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
In Home Health to appeal payment denial .,,,In Home Health,,,Home,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"MINNETONKA , Minn .",,MINNETONKA;Minn,,,MINNETONKA;Minn,,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,0,1,2,2,0.0,0.0,0.0
1996-08-22,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
In Home Health Inc said on Thursday it will appeal to the U.S. Federal District Court in Minneapolis a decision by the Health Care Financing Administration ( HCFA ) that denied reimbursement of certain costs under Medicaid .,,Minneapolis,In Home Health Inc;U.S. Federal District Court;Health Care Financing Administration;HCFA,Inc;District Court;Medicaid,Health Care;HCFA,Home;U.S.,0,3,1,1,0.0,0.0,0.0,1,1,3,4,0.5,0.25,0.3333333333333333,0,2,1,1,0.0,0.0,0.0
"The HCFA Administrator reversed a previously favorable decision regarding the reimbursement of costs related to the company 's community liaison personnel , it added .",,,HCFA,,HCFA,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The company said it continues to believe the majority of the community liaison costs are coverable under the terms of the Medicare program .,,,,,Medicare,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
""" We are disappointed with the administrator 's decision but we continue to be optimistic regarding an ultimate favorable resolution , "" Mark Gildea , chief executive officer , said in a statement .",Mark Gildea,,,Mark Gildea,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
In Home Health said it previously recorded a reserve equal to 16 percent of all revenue related to the community liaison costs .,,,In Home Health,Health,,Home,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"Separately , In Home Health said the U.S. District Court in Minneapolis ruled in its favor regarding the reimbursement of certain interest expenses .",,Minneapolis,In Home Health;U.S. District Court,Health,District Court,Home;U.S.,0,1,1,1,0.0,0.0,0.0,0,1,2,2,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0.0
"This decision will result in the reimbursement by Medicare of $ 81,000 in disputed costs .",,,,,Medicare,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
""" This is our first decision in federal distrct court regarding a dispute with Medicare , "" Gildea said . """,Gildea,,,Gildea,Medicare,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"We are extremely pleased with this decision and we recognize it as a significant step toward resolution of our outstanding Medicare disputes . """,,,,,Medicare,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
-- Chicago Newsdesk 312-408-8787,,,Chicago Newsdesk,Chicago Newsdesk,,,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Oppenheimer Capital to review Oct. div .,,,Oppenheimer Capital,,Capital,Oppenheimer,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
NEW YORK 1996-08-22,,NEW YORK,,,,NEW YORK,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Oppenheimer Capital LP said on Thursday it will review its cash distribution rate for the October quarterly distribution , assuming continued favorable results .",,,Oppenheimer Capital LP,,Capital,Oppenheimer,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"The company , which reported improved first quarter earnings for the period ended July 31 , 1996 , declared a quarterly distribution of $ 0.65 per partnership unit for the quarter ended July .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Best sees Q2 loss similar to Q1 loss .,,,Best,,,Q1,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"RICHMOND , Va .",,RICHMOND;Va,,,,RICHMOND;Va,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
1996-08-22,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Best Products Co Chairman and Chief Executive Daniel Levy said Thursday he expected the company 's second-quarter results to be similar to the $ 34.6 million loss posted in the first quarter .,Daniel Levy,,Best Products Co,Daniel Levy,Products Co,Best,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"He also told Reuters before the retailer 's annual meeting that the second quarter could be better than the first quarter ended May 4 . """,,,Reuters,,Reuters,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"We could do even better , "" he said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The second-quarter results are expected to be released in September .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Levy said seeking bankruptcy protection was not under consideration .,Levy,,,Levy,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Best emerged from Chapter 11 bankruptcy protection in June 1994 after 3-1/2 years .,,,Best,,,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
""" Bankruptcy is always possible , particularly when you lose what we are going to lose in the first half of this year , "" Levy said . """,Levy,,,Levy,Bankruptcy,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"But this is not something we are striving to do . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The Richmond-based retailer lost $ 95.7 million in the fiscal year ended February 3 .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
That was the second-largest loss in the company 's history .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Levy said that Best planned to open two new stores this fall .,Levy,,Best,Levy;Best,,,1,1,0,1,0.5,1.0,0.6666666666666666,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
The company announced in March that it was closing seven stores and backing out of nine new lease agreements .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"At the time , Best said it did not plan to open any new stores this fall .",,,Best,Best,,,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
It currently operates 169 stores in 23 states .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"For last year 's second quarter , which ended July 29 , 1995 , Best posted a loss of $ 7.1 million , or $ 0.23 per share , on sales of $ 311.9 million .",,,Best,Best,,,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Measles exposure can lead to bowel disease - study .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
LONDON 1996-08-23,,LONDON,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Women who get measles while pregnant may have babies at higher risk of Crohn 's disease , a debilitating bowel disorder , researchers said on Friday .",Crohn,,,,,Crohn,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Three out of four Swedish babies born to mothers who caught measles developed serious cases of Crohn 's disease , the researchers said .",Crohn,,,,,Swedish;Crohn,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Dr Andrew Wakefield of the Royal Free Hospital School of Medicine and colleagues screened 25,000 babies delivered at University Hospital , Uppsala , between 1940 and 1949 .",Andrew Wakefield,Royal Free Hospital School of Medicine;University Hospital;Uppsala,,Andrew Wakefield,Royal Free Hospital School;University Hospital,Medicine;Uppsala,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,1,1,2,3,0.5,0.3333333333333333,0.4
Four of the mothers had measles while pregnant .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" Three of the four children had Crohn 's disease , "" Wakefield 's group wrote in the Lancet medical journal .",Crohn;Wakefield,,Lancet,Crohn;Wakefield,Lancet,,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Crohn 's is an inflammation of the bowel that can sometimes require surgery .,Crohn,,,,,Crohn,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"It causes diarrhoea , abdominal pain and weight loss .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The researchers said the three children involved had especially severe cases .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Exposure to viruses can often cause birth defects .,,,,,,Exposure,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Most notably , women who get rubella ( German measles ) have a high risk of a stillborn baby .",,,,,,German,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
All the key numbers - CBI August industrial trends .,,,CBI,,CBI,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
LONDON 1996-08-23,,LONDON,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
Following are key data from the August monthly survey of trends in UK manufacturing by the Confederation of British Industry ( CBI ) .,,UK,Confederation of British Industry;CBI,,CBI,UK;British,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666,1,1,0,1,0.5,1.0,0.6666666666666666
CBI MONTHLY TRENDS ENQUIRY ( a ) AUG JULY JUNE MAY,,,CBI,,CBI;MONTHLY;AUG,,1,0,0,1,1.0,1.0,1.0,1,2,0,1,0.3333333333333333,1.0,0.5,1,0,0,1,1.0,1.0,1.0
- total order book - 10 - 22 - 13 - 17,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
- export order book - 14 - 13 - 11 - 7,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
- stocks of finished goods +17 +19 +17 +25,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
- output expectations * +22 +22 +12 +16,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
- domestic price expectations * 0 - 1 +6 +4,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
NOTES - * over the coming four months ;,,,,,,NOTES,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"- ( a ) in percent , giving balance between those",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"replying "" above normal "" and those replying "" below normal . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The survey was conducted between July 23 and August 14 and involved 1,305 companies , representing 50 industries , accounting for around half of the UK 's manufactured exports and some two million employees .",,UK,,,UK,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"-- Rosemary Bennett , London Newsroom +44 171 542 7715",Rosemary Bennett,,London Newsroom,Rosemary Bennett;London Newsroom,,,1,1,0,1,0.5,1.0,0.6666666666666666,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
London shipsales .,,London,,,,London,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
LONDON 1996-08-22,,LONDON,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
- Secondhand tonnage brokers reported the sale of the following vessels .,,,,,,Secondhand,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Iron Gippsland - ( built 1989 ) 87,241 dwt sold to Greek buyers for $ 30 million .",,,,Iron,,Gippsland;Greek,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Sairyu Maru No : 2 - ( built 1982 ) 60,960 dwt sold to Greek buyers for $ 15.5 million .",,,,Sairyu;Maru No,,Greek,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Stainless Fighter - ( built 1970 ) 21,718 dwt sold at auction for $ 6 million .",,,,Stainless;Fighter,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Some of these sales may not be final as they may be subject to inspection , survey or other conditions .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Garlic pills do n't lower cholesterol , study finds .",,,,,,Garlic,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
LONDON 1996-08-22,,LONDON,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Garlic pills may not lower blood cholesterol and studies that show they do may be flawed , British researchers have reported .",,,,,,Garlic;British,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
A study by a team of doctors at Oxford University has found people with high blood cholesterol do not benefit significantly from taking garlic tablets .,,,Oxford University,,Oxford University,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The study involved 115 people with high blood cholesterol levels .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"They were given 900 milligrams a day of dried garlic powder or placebo tablets . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"There were no significant differences between the groups receiving garlic and placebo , "" they wrote in the Journal of the Royal College of Physicians .",,,Journal of the Royal College of Physicians,,Journal;Royal College;Physicians,,1,0,0,1,1.0,1.0,1.0,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"Those taking part were told to eat a low-fat diet for six weeks before they started taking the pills , and their blood cholesterol measured before and after the six-week period .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The researchers said this would make their findings more accurate .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Several studies have found garlic pills can lower blood pressure and blood cholesterol .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"But the Oxford team disputed these findings and said either previous trials may have been interpreted incorrectly , those taking part were not given special diets beforehand or the duration of the studies may have been too short .",,Oxford,,,Oxford,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"The six-month trial was funded by the British Heart Foundation and Lichtwer Pharma GmbH , which makes Kwai brand garlic tablets .",,,British Heart Foundation;Lichtwer Pharma GmbH,Lichtwer Pharma GmbH;Kwai,,British,0,2,1,1,0.0,0.0,0.0,0,1,2,2,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
The study did not address whether whole garlic could affect cholesterol .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
-- London Newsroom +44 171 542 7950,,,London Newsroom,London Newsroom,,,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Britain gives aid to volcano-hit Caribbean island .,,Britain;Caribbean,,,,Britain,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
LONDON 1996-08-22,,LONDON,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Britain said on Thursday it would give 25 million pounds ( $ 39 million ) of development aid to the Caribbean island of Montserrat , where much of the population living in the south has fled to avoid a volcano .",,Britain;Caribbean;Montserrat,,,,Britain;Montserrat,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,1,3,1.0,0.6666666666666666,0.8
"The volcano in the Soufriere hills has erupted three times in the past 13 months and last April some 4,500 people living in the capital , Plymouth , and southern areas were evacuated to the north , where many are living in public shelters and schools .",,,Plymouth,,Soufriere,Plymouth,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
""" This assistance will provide a fast track development programme for the designated ( northern ) safe area , "" Britain 's Overseas Development Administration said in a statement .",,Britain,Overseas Development Administration,,Overseas Development Administration,Britain,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Britain gave 8.5 million pounds ( $ 13 million ) to Montserrat , which is one of its dependent territories , when the volcano first became active .",,Britain;Montserrat,,,,Britain;Montserrat,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"Overseas Development Minister Lynda Chalker said a recent census had shown most Montserratians wanted to remain on the island . """,Lynda Chalker,,,Overseas;Lynda Chalker,,,1,1,0,1,0.5,1.0,0.6666666666666666,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The development of the north will help them to do just that , "" she said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Tennis - Philippoussis looms for Sampras in U.S. Open .,Philippoussis;Sampras,,,Sampras,,Tennis;Philippoussis;U.S.,1,0,1,2,1.0,0.5,0.6666666666666666,1,0,0,1,1.0,1.0,1.0,0,3,1,1,0.0,0.0,0.0
Bill Berkrot,Bill Berkrot,,,Bill;Berkrot,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
NEW YORK 1996-08-22,,NEW YORK,,,,NEW YORK,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
