text,persons,locations,organizations,persons_pred,organizations_pred,locations_pred,TP_persons,FP_persons,FN_persons,support_persons,precision_persons,recall_persons,F1_persons,TP_organizations,FP_organizations,FN_organizations,support_organizations,precision_organizations,recall_organizations,F1_organizations,TP_locations,FP_locations,FN_locations,support_locations,precision_locations,recall_locations,F1_locations
"Sidhu , whose ban ends on October 14 , will be free to play domestic cricket .",Sidhu,,,##hu;Sid,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"He will not be considered for a test match against Australia starting on October 10 in New Delhi , the United News of India said .",,Australia;New Delhi,United News of India,,United News of India,Australia;New Delhi,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
RUGBY LEAGUE - Australian rugby league standings .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
SYDNEY 1996-08-26,,SYDNEY,,,,##YDNEY;S,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Australian rugby league premiership standings after matches played at the weekend ( tabulate under played , won , drawn , lost , points for , against , total points ) :",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Manly 21 17 0 4 501 181 34,,,Manly,,Manly,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Brisbane 21 16 0 5 569 257 32,,,Brisbane,,Brisbane,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
North Sydney 21 14 2 5 560 317 30,,,North Sydney,,North Sydney,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Sydney City 20 14 1 5 487 293 29,,,Sydney City,,Sydney City,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Cronulla 20 12 2 6 359 258 26,,,Cronulla,,Cronulla,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Canberra 21 12 1 8 502 374 25,,,Canberra,,Canberra,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
St George 21 12 1 8 421 344 25,,,St George,,St George,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Newcastle 21 11 1 9 416 366 23,,,Newcastle,,Newcastle,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Western Suburbs 21 11 1 9 382 426 23,,,Western Suburbs,,Western Suburbs,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Auckland 21 11 0 10 406 389 22,,,Auckland,,Auckland,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Sydney Tigers 21 11 0 10 309 435 22,,,Sydney Tigers,,Sydney Tigers,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Parramatta 21 10 1 10 388 391 21,,,Parramatta,,Parramatta,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Sydney Bulldogs 21 10 0 11 325 356 20,,,Sydney Bulldogs,,Sydney Bulldogs,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Illawarra 21 8 0 13 395 432 16,,,Illawarra,,Illawarra,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Western Reds 21 6 1 14 297 398 13,,,Western Reds,,Western Reds,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Penrith 21 6 1 14 339 448 13,,,Penrith,,Penrith,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
North Queensland 21 6 0 15 266 593 12,,,North Queensland,,North Queensland,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Gold Coast 21 5 1 15 351 483 11,,,Gold Coast,,Gold Coast,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
South Sydney 21 5 1 15 304 586 11,,,South Sydney,,South Sydney,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
South Queensland 21 4 0 17 210 460 8,,,South Queensland,,South Queensland,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
-- Sydney Newsroom 61-2 9373-1800,,,Sydney Newsroom,,Sydney Newsroom,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
RUGBY UNION - All Blacks relive triumph .,,,RUGBY UNION;All Blacks,,All Blacks;R;##UGBY UNION,,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0
"PRETORIA , Aug 25 - Captain Sean Fitzpatrick and his All Blacks revisited the test venue today to relive some of the magic moments of yesterday 's momentous rugby victory over South Africa , NZPA reported .",Sean Fitzpatrick,PRETORIA;South Africa,All Blacks;NZPA,Sean Fitzpatrick,All Blacks;NZPA,PRETOR;South Africa;##IA,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4
"Most of the test 15 who beat the Springboks 33-26 to secure New Zealand 's first-ever rugby series in South Africa stood in the middle of the empty 50,000-seat Loftus Versfeld .",,New Zealand;South Africa;Loftus Versfeld,Springboks,,Springboks,South Africa;New Zealand;Loftus Versfeld,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,3,0,0,3,1.0,1.0,1.0
"Magnificent , ' ' said Fitzpatrick , New Zealand 's most capped player and the world 's most capped forward .",Fitzpatrick,New Zealand,,Fi;##tzpatrick,,New Zealand,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The players relived the moves and tries , the tackles and what might have been as the emotions of victory continued .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Zinzan Brooke , the only No 8 in test rugby to have scored a dropped goal when he kicked a three-pointer against England during last year 's World Cup , added a second to his name yesterday .",Zinzan Brooke,England,,Z;##zan Brooke;##in,,England,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"I was right here , ' ' he said standing at the spot where he had received the ball for the kick .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The maul was there and I was going to go in but I thought I should hold off because we had the ball .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
When ( halfback ) Justin Marshall got the ball he was going to go on the openside where Jon Preston was so I emptied my lung at him to get the ball this way .,Justin Marshall;Jon Preston,,,Justin Marshall;Jon Preston,,,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
I just hit through and I was punching the air before the ball got there .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
It cost me a few bucks at the bar . ',,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
',,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The decision to attempt a dropped goal was a spontaneous one , Brooke said .",Brooke,,,Brooke,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"It was just like the World Cup , the ball came and the chance was there . '",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
',,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Centre Frank Bunce said he had never felt so exhausted during a match .,Frank Bunce,,,Frank Bunce,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"We were gutted and there was nowhere to hide , they just kept coming at you , ' ' he said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"I was gone in the first 20 minutes , completely exhausted , but you had no choice .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
There was just so much riding on it .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
It 's amazing just how big this ground was yesterday . ',,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
',,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Two-try winger Jeff Wilson said he was so tired that he kept asking Bunce where he should be while defending .,Jeff Wilson;Bunce,,,Jeff Wilson;##un;B,,,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"He told me I 'm buggered too so just hang in there ' , ' ' Wilson recalled .",Wilson,,,Wilson,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
About 4000 New Zealander supporters were partying into the early hours of today in the South African capital .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Messages of goodwill continued to roll into the team hotel .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
All Blacks coach John Hart said Prime Minister Jim Bolger rang him today to offer his congratulations .,John Hart;Jim Bolger,,All Blacks,John Hart;Jim Bolger,All Blacks,,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"He thanked us on behalf of the country , which is really nice for the team , and I understand we had tremendous support at home . '",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
',,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Australian Rules - AFL results and standings .,,,AFL,,AFL,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
MELBOURNE 1996-08-26,,MELBOURNE,,,,MELBOURNE,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Results of Australian Rules matches played at the weekend .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Played Sunday :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Adelaide 14.12 ( 96 ) Collingwood 24 .,,,Adelaide;Collingwood,,Collingwood;Adelaide,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
9 ( 153 ),,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
West Coast 24 .,,,West Coast,,West Coast,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
7 ( 151 ) Melbourne 11.12 ( 78 ),,,Melbourne,,Melbourne,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Richmond 28.19 ( 187 ) Fitzroy 5 .,,,Richmond;Fitzroy,,Fitzroy;Richmond,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
6 ( 36 ),,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Played Saturday :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Carlton 13.18 ( 96 ) Footscray 9.12 ( 66 ),,,Carlton;Footscray,,Footscray;Carlton,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Essendon 14.16 ( 100 ) Sydney 12.10 ( 82 ),,,Essendon;Sydney,,Sydney;##ssendon;E,,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0
St Kilda 9 .,,,St Kilda,,St Kilda,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
9 ( 63 ) Hawthorn 12 .,,,Hawthorn,,Hawthorn,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
8 ( 80 ),,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Brisbane 10.11 ( 71 ) Fremantle 10.10 ( 70 ),,,Brisbane;Fremantle,,Fremantle;Brisbane,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Played Friday :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
North Melbourne 14.12 ( 96 ) Geelong 16.13 ( 109 ),,,North Melbourne;Geelong,,North Melbourne;Geelong,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Standings ( tabulate under played , won , drawn , lost , points for , against , percentage , total points ) :",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Brisbane 21 15 1 5 2123 1631 130.2 62,,,Brisbane,,Brisbane,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Sydney 21 15 1 5 2067 1687 122.5 62,,,Sydney,,Sydney,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
West Coast 21 15 0 6 2151 1673 128.6 60,,,West Coast,,West Coast,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
North Melbourne 21 15 0 6 2385 1873 127.3 60,,,North Melbourne,,North Melbourne,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Carlton 21 14 0 7 2009 1844 108.9 56,,,Carlton,,Carlton,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Geelong 21 13 1 7 2288 1940 117.9 54,,,Geelong,,Geelong,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Essendon 21 13 1 7 2130 1947 109.4 54,,,Essendon,,##ssendon;E,,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Richmond 21 11 0 10 2173 1803 120.5 44,,,Richmond,,Richmond,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Hawthorn 21 10 1 10 1791 1820 98.4 42,,,Hawthorn,,Hawthorn,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
St Kilda 21 9 0 12 1909 1958 97.5 36,,,St Kilda,,St Kilda,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Collingwood 21 8 0 13 2103 2091 100.6 32,,,Collingwood,,Collingwood,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Adelaide 21 8 0 13 2158 2183 98.9 32,,,Adelaide,,Adelaide,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Melbourne 21 7 0 14 1642 2361 69.5 28,,,Melbourne,,Melbourne,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Fremantle 21 6 0 15 1673 1912 87.5 24,,,Fremantle,,Fremantle,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Footscray 21 5 1 15 1578 2060 76.6 22,,,Footscray,,Footscray,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Fitzroy 21 1 0 20 1381 2778 49.7 4,,,Fitzroy,,Fitzroy,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
-- Sydney Newsroom 61-2 9373-1800,,,Sydney Newsroom,,Sydney Newsroom,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Rugby league-Australian rugby league results .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
SYDNEY 1996-08-26,,SYDNEY,,,,##YDNEY;S,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
Results of Australian rugby league matches played at the weekend .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Played Sunday :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Sydney Bulldogs 17 South Queensland 16 Brisbane 38 Gold Coast 10,,,Sydney Bulldogs;South Queensland;Brisbane;Gold Coast,,Sydney Bulldogs;South Queensland;Brisbane;Gold Coast,,1,0,0,1,1.0,1.0,1.0,4,0,0,4,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
North Sydney 46 South Sydney 4,,,North Sydney;South Sydney,,North Sydney;South Sydney,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Illawarra 42 Penrith 2,,,Illawarra;Penrith,,Penrith;Illawarra,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
St George 20 North Queensland 24,,,St George;North Queensland,,North Queensland;St George,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Manly 42 Western Suburbs 12,,,Manly;Western Suburbs,,Western Suburbs;Manly,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Played Saturday :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Parramatta 14 Sydney Tigers 26,,,Parramatta;Sydney Tigers,,Parramatta;Sydney Tigers,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Newcastle 24 Western Reds 20,,,Newcastle;Western Reds,,Western Reds;Newcastle,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Played Friday :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Canberra 30 Auckland 6,,,Canberra;Auckland,,Canberra;Auckland,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
-- Sydney Newsroom 61-2 9373-1800,,,Sydney Newsroom,,Sydney Newsroom,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
South Africa yet to hear from apartheid enforcers .,,South Africa,,,,South Africa,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Anton Ferreira,Anton Ferreira,,,Anton Ferreira,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
CAPE TOWN 1996-08-25,,CAPE TOWN,,,,CAPE TOWN,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
South Africa 's truth commission begins issuing subpoenas this week in a bid to dig beneath the political rationales and find the sinister figures who have the blood of the country 's race war on their hands .,,South Africa,,,,South Africa,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Leaders of the major parties involved , from right-wing whites to radical blacks , appeared before Archbishop Desmond Tutu 's Truth and Reconciliation Commission last week to paint the broad picture of their actions for or against apartheid .",Desmond Tutu,,Truth and Reconciliation Commission,Desmond Tutu,Truth and Reconciliation Commission,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Most , including former president F.W. de Klerk and African National Congress Deputy President Thabo Mbeki , offered apologies for any mistakes they had made and accepted broad responsibility for the actions of their foot soldiers .",F.W. de Klerk;Thabo Mbeki,,African National Congress,T;##habo Mbeki;. W . de Klerk;F,African National Congress,,0,4,2,2,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
But none named those guilty of ordering or carrying out any of the gross violations of human rights which Tutu is investigating .,Tutu,,,##tu;Tu,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Human rights lawyer Brian Currin said the hearings last week were not intended as a form of confessional and that those who personally committed crimes during apartheid would testify only before a separate arm of the commission , the amnesty committee .",Brian Currin,,,Brian Currin,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" I do n't think one should have expected more than what one got , "" he said . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"That was not the amnesty committee where perpetrators are expected to open their hearts and souls and to tell it all . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The commission , which has the power to grant amnesty to those who confess to abuses , has begun hearing the testimony from people already in jail for their deeds .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"But others , such as self-confessed secret police hit-squad leader Dirk Coetzee , have yet to testify .",Dirk Coetzee,,,Dirk Coetzee,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Tutu 's deputy chairman , Alex Boraine , told reporters the commission would begin issuing subpoenas to suspects who refused to appear voluntarily some time this week .",Tutu;Alex Boraine,,,##tu;Alex Boraine;Tu,,,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He added that former hardline apartheid president P.W. Botha could be among those called .,P.W. Botha,,,. W . Botha;P,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"But Currin , who is advising several people regarded as perpetrators , said this was not the best way to achieve the commission 's aims .",Currin,,,##rin;##ur;C,,,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" A person can be forced to appear , but the only way one is going to get to the truth in its totality is if people feel it is a good idea to go to the amnesty committee .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"At the moment this is not the case . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"He cited Coetzee , who was charged with murder after confessing in media interviews to dirty tricks .",Coetzee,,,Coetzee,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
His trial is due to start in December but the truth commission intends to decide on his amnesty application before that .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Currin said the law had to be changed so all judicial prosecutions were automatically suspended for those who approached the truth commission .,Currin,,,##ur;C,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Last week 's submissions to the commission by the ANC , de Klerk 's National Party and the right-wing Freedom Front of General Constand Viljoen left many South Africans unsatisfied .",de Klerk;Constand Viljoen,,ANC;National Party;Freedom Front,de Klerk;Con;##stand Viljoen,ANC;National Party;Freedom Front,,1,2,1,2,0.3333333333333333,0.5,0.4,3,0,0,3,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Boraine said the picture was incomplete because officers of the apartheid-era security forces had yet to make their scheduled , separate submission , but one black caller to a radio talk show declared :",Boraine,,,Borain,,,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" This whole thing is utterly useless , it does n't help us at all .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"What the people expect is to have houses , to have jobs . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Political scientist Jannie Gagiano said he doubted that the National Party , which implemented apartheid in 1948 and began dismantling it in 1990 , felt it carried a burden of guilt and needed to be exculpated through the commission .",Jannie Gagiano,,National Party,Jan;##nie Gagiano,National Party,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
